Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
81,15066037,"Lesbian Romil","2026-01-23 08:28:33",42,13,romilimtiaz
82,14845700,"Sarvesh Gharat","2026-02-17 06:52:43",42,58,sarveshgharat012
83,14812158,Young,"2026-02-17 06:27:41",42,47,christie
84,14926139,HarryQuake,"2026-02-08 00:06:14",42,13,harryquake
85,14837752,hwanython,"2026-01-26 00:37:33",42,17,hwanython
86,14799433,"Skill Issue","2026-01-28 07:30:01",42,56,kawchar85
87,15071053,BhargavaAbhi,"2026-02-14 12:46:54",42,30,bhargavaabhi
88,14855392,jingtian,"2026-02-14 06:27:02",42,54,jingtian886
89,14832263,"Muhammad Usama Khan","2026-02-03 15:26:25",42,35,itzusamakhattak
90,14803485,"Jony Karki","2026-01-12 21:14:33",42,3,jonykarki
91,14941684,"Hanif Noer Rofiq","2026-02-15 01:04:23",42,39,hanifnoerrofiq
92,14807946,"I love math","2026-02-16 14:57:28",42,78,aleaiest
93,14871966,CloudYU,"2026-01-13 09:57:03",42,12,matricloud
94,14947734,"Yiheng Wang","2026-02-10 03:50:01",42,44,yiheng
95,14825646,wqlun06,"2026-01-21 00:01:59",42,53,wqlun06
96,14801009,"Kumar Abhijeet","2026-02-11 19:40:54",42,35,krabhijeet
97,14988959,hooyu.Liu,"2026-02-13 04:48:16",42,7,hooyuliu
98,14824663,"Pragnyan Ramtha","2026-02-17 03:52:37",42,54,pragnyanramtha
99,14892013,Theta,"2026-02-16 18:50:39",42,31,"itbert,lopure,markslavin,nickpudovkin,pramuktomandal,usovnikita"
100,14891536,"Joseph Rynkiewicz","2026-01-14 16:19:27",42,11,josephrynkiewicz
101,15042797,"Sergio Manuel Papadakis","2026-01-15 00:11:07",42,2,socom20
102,14813335,"Yu Yang Chang","2026-01-29 00:42:52",42,56,cchangyyy
103,14874887,Dhkim_active,"2026-02-17 00:33:12",42,75,pokmppokmp
104,14852364,Laurin,"2026-02-01 00:50:14",42,19,unbothered
105,15007376,ThomasG,"2026-02-17 01:49:19",42,58,thomasgamet
106,14852057,"Sweety Seelam","2026-02-16 23:07:46",42,32,sweetyseelam
107,14799188,OverfitOracle,"2026-02-16 12:58:17",42,72,alisalmanrana
108,14814607,Lunar_Cats,"2026-02-13 06:59:34",42,41,"alseth,lyra22"
109,14800060,AI-Cat,"2026-02-16 22:16:05",42,78,konstantinboyko
110,14815594,"im focus DCP","2026-02-07 16:31:24",42,58,saouza007
111,14864483,暗黑AGI,"2026-02-15 02:45:43",42,71,boristown
112,14805092,"Patrick Chan","2026-02-16 01:14:38",42,53,drpatrickchan
113,14830852,"Karam Johal","2026-01-21 13:41:47",42,13,ksj003
114,14804135,"Tony Y.","2026-02-17 03:15:47",42,88,tonyyy
115,14803182,Renoir,"2026-02-17 01:02:21",42,89,itahiro
116,14859625,Riddhimanpaul708,"2026-02-09 07:32:21",42,37,riddhimanpaul708
117,14956195,抓大鹅,"2026-02-08 13:47:31",42,10,mazeying
118,14799247,"Mohammad Albaddawi","2026-02-14 09:17:51",42,52,m7mdalbaddawi
119,14823835,DePie,"2026-02-10 04:06:19",42,26,phucthaiv02
120,14988513,YuanPiii,"2026-02-05 06:18:33",42,13,yuanpiii
121,15020427,"Katherine Zhang","2026-02-14 06:02:22",42,10,katzhang19
122,14944299,SeaEag1e,"2026-02-17 04:30:28",42,29,seaeag1e
123,14805321,wuyingruoxian,"2026-01-25 04:25:22",42,48,wuyingruoxian
124,14994409,"Đức Đồng Minh","2026-02-02 09:40:29",42,8,amebetti
125,14801780,kishizaki-sci,"2026-02-17 01:09:46",42,63,superstringdev
126,14815658,"Jaeyun Lee","2026-02-17 06:39:42",42,77,jaeyunlee
127,14808849,vecxoz,"2026-01-23 20:22:00",42,1,vecxoz
128,15123014,HKmgikao,"2026-02-13 02:22:31",42,18,hitoshikmgai
129,14818306,"Abo Wesam","2026-02-17 06:08:40",42,54,abowesam
130,14993524,AMD,"2026-02-14 22:21:44",42,23,amadesouki
131,15127244,"touch me, midas","2026-02-15 11:38:17",42,19,hertryggr
132,15079588,lishangli@ynu,"2026-02-16 15:58:37",42,30,lishangliynu
133,15057110,atom1231,"2026-02-16 13:26:38",42,36,atom1231
134,14816602,team_bear,"2026-02-17 03:58:56",42,81,teambear
135,14898084,"Abdbilminn Burkhan","2026-01-28 05:10:33",42,2,abdbilminnburkhan
136,14809034,"TABOUT MHAMED","2026-02-15 22:29:22",42,27,taboutmhamed
137,14799172,Ali,"2026-02-16 21:03:25",42,78,asalhi
138,15033773,"Stella Nova","2026-02-13 01:23:04",42,29,ponlawatk
139,15072526,hiros,"2026-02-12 07:00:04",42,10,hiroshige1
140,14848401,x7775757,"2026-02-17 08:22:48",42,77,x7775757
141,14806326,Galois,"2026-02-03 01:00:30",42,57,jordane95
142,14862670,"Dimas Pasha Akrilian","2026-02-17 02:08:23",42,25,dimaspashaakrilian
143,15055893,Aphrodite,"2026-02-16 05:06:37",42,10,aphrodite874
144,14804030,"Akshat Shethia","2026-02-17 08:10:18",42,61,akshatshethia
145,14806825,HM,"2026-02-16 22:56:30",42,80,xiaomen
146,14832619,Dod.xin,"2026-02-17 03:21:57",42,77,dodxin
147,14961680,ShimadaLiusu,"2026-01-30 04:21:06",42,5,shimadaliusu
148,15042400,SUPERKK_11,"2026-02-17 03:54:49",42,29,kashyapkamble
149,14976149,胜你不须第二剑,"2026-02-16 13:10:37",42,46,abinyzl123
150,14867356,"Dimpal Yadav","2026-02-17 05:11:47",42,33,dimpalyadav29
151,14806970,Creator,"2026-02-07 08:46:12",42,16,dev4585
152,15112203,AIKU,"2026-02-01 15:27:32",42,2,"gs18040,lockway,seongyoonjeong"
153,14907042,Mathemortician,"2026-02-16 22:37:40",42,68,mathemortician
154,14803087,Ashsihkumar,"2026-02-16 15:10:35",42,26,ashsihkumar
155,15077913,Lixin73,"2026-02-11 10:46:59",42,12,lixin73
156,14967539,"Pray for GOD","2026-02-01 09:18:10",42,6,masakiaota
157,15109410,"Zhengkang Mei","2026-02-02 13:14:50",42,5,zhengkangmei
158,14805032,Rain920,"2026-02-09 03:03:35",42,37,rain920
159,14977309,"Dmitry Rodin","2026-02-17 03:04:50",42,33,dmitryrodin
160,14964650,Aevion-Labs,"2026-02-17 06:56:09",42,25,aevionlabs
161,14807987,"Adyanth M","2026-02-05 11:50:20",42,8,adyanthm
162,15087356,SusanneTange,"2026-02-03 13:01:48",42,5,susannetange
163,14808552,IC2,"2026-02-16 04:13:30",42,56,jonathanchan
164,14800291,"Zakaria Aala","2026-02-16 10:43:56",42,28,zlordgrim
165,14950254,Aristotle.Chen,"2026-02-17 03:51:59",42,67,aristotlechen
166,14825044,NOBITA_7,"2026-02-13 01:55:10",42,14,nobita7
167,14906656,SamPot,"2026-02-16 22:34:57",42,60,sampot
168,14805901,Rvldfr,"2026-02-13 01:51:52",42,60,rvldfr
169,14803077,Luck,"2026-02-14 02:02:34",42,52,hyh273279
170,15002728,"yash bhaskar","2026-02-05 16:47:48",42,6,yash9439
171,14801431,kglctf,"2026-02-16 22:41:19",42,63,kglctf
172,15172320,"Sagar Nagpure","2026-02-17 07:34:33",42,12,datasciencegrad
173,15190771,shyjin,"2026-02-09 00:41:28",42,4,shyjin
174,14821686,"Pawan Rama Mali","2026-02-17 00:34:34",42,18,pawanmali
175,14896792,Lycoris,"2026-02-17 08:41:51",42,46,wnxuuu
176,14814856,taopy2,"2026-02-10 10:48:35",42,29,taopy2
177,14916690,Zaphyr,"2026-02-07 10:17:19",42,15,qasminumber
178,14835486,"I failed math class","2026-02-14 23:44:42",42,12,shivsatyam
179,14829507,"Mirza Milan Farabi","2026-02-14 16:13:22",42,72,mirzamilanfarabi
180,15177213,"Marco Ledda","2026-02-16 09:48:38",42,12,marcoledda29
181,15015265,"AVN Blue Fox","2026-02-09 02:42:49",42,5,avnbluefox
182,15197607,"Oleh Okilko","2026-02-15 10:37:33",42,8,olehokilko
183,15078528,yuxuan,"2026-02-17 03:40:30",42,21,yuxuan1221
184,14799066,datnt114,"2026-02-16 14:42:58",42,17,kingkong153
185,15220461,lstcgt,"2026-02-12 07:11:14",42,4,lstcgt
186,15059438,"JJ #2","2026-02-16 08:16:53",42,24,jinozeki
187,14981474,"Binit Kumar Mahato","2026-02-14 12:48:30",42,10,binitkumarmahato
188,14856645,"Peter KK","2026-02-16 22:44:58",42,52,peterty
189,14899419,"Shuo XING","2026-02-11 00:54:59",42,2,shuoxing
190,15120780,张菠,"2026-02-14 05:07:04",42,6,ysqdababa
191,15193184,test_aimo,"2026-02-11 14:02:02",42,9,michaelsemenoff
192,14799858,YDDDDDD999,"2026-02-17 05:50:14",42,3,ydddddd999
193,15235840,Bertieco,"2026-02-11 21:13:30",42,1,bertieco
194,15236332,AnnaClay,"2026-02-12 00:34:06",42,1,annaclaymc
195,15048960,"William Wu Chengyuan","2026-02-17 02:49:54",42,41,williamwu88
196,15105105,firefly2006,"2026-02-16 23:54:03",42,22,firefly2006
197,15240247,Souzazh,"2026-02-12 15:50:05",42,1,souzazh
198,15235252,"Filipe D. Gonçalves","2026-02-13 21:04:14",42,3,filipedgonalves
199,14802824,I2nfinit3y,"2026-02-17 01:05:03",42,6,i2nfinit3y
200,14897271,"Adi Kusuma","2026-02-17 02:26:18",42,11,adikusum4
201,14801539,"Akagha Chimgozirim","2026-02-17 08:16:33",42,85,chiakazirim
202,15243222,"Shubham Sahu2003","2026-02-15 03:47:11",42,2,shubhamsahu2003
203,14812335,"Jun Lee","2026-02-16 06:29:35",42,19,koalajun
204,14959073,"Rasika Tupe","2026-02-16 17:16:44",42,36,rasikatupe
205,14801984,ippeiogawa,"2026-02-16 02:13:28",42,71,ippeiogawa
206,14821821,Leo,"2026-02-16 15:33:23",42,41,leo123321
207,15117029,Antonoof,"2026-02-16 00:29:29",42,23,antonoof
208,14803210,"Kenleung Leung","2026-02-17 02:32:26",42,86,kenleungleung
209,14809735,Disgon,"2026-02-17 00:18:11",42,89,vbardiovsky
210,15026868,"Helik Thacker","2026-02-17 00:38:21",42,31,hellhacker
211,15069703,"Kavindu Mahen","2026-02-17 01:59:57",42,9,kavindumahen
212,14972570,"Grzegorz Sionkowski","2026-02-16 19:43:57",41,53,sionek
213,14999935,vipin12snow,"2026-02-11 03:32:51",41,13,vipin12snow
214,14979065,lionfishy,"2026-01-11 17:04:20",41,24,lionfishy
215,14800227,"Kamal Das","2026-02-01 21:11:27",41,8,kmldas
216,14802945,"Jack Sparrow","2026-02-16 20:12:22",41,55,beastgokul
217,14982659,"Xuan Zhang","2026-02-13 08:38:55",41,22,xuanzhang001
218,15045276,"Ahmed Alaa Hassan","2026-01-30 17:21:14",41,27,ahmedalaahassan
219,14856231,liangzuan,"2026-02-14 06:06:07",41,73,liangzuan
220,14806855,Leon,"2026-02-06 13:04:50",41,28,leonshangguan
221,14890749,aiiii&mathhh,"2026-02-09 20:17:41",41,34,takshmukeshbhaipatel
222,14800134,"Octavi Grau","2026-02-12 16:21:44",41,33,"aradhyeagarwal,octaviograu"
223,14808094,Hadeka,"2026-02-17 00:14:22",41,32,elhadeka
224,14832799,makwingchi,"2026-02-16 06:15:33",41,51,makwingchi
225,14862255,"Aleksandr Lutskiy","2026-02-15 05:33:29",41,32,aleksandrlutskiy
226,14807467,"Matthieu LARNOUHET","2026-02-16 09:40:22",41,40,matthieularnouhet
227,15016562,CX,"2026-02-15 04:04:03",41,32,chrisxiu
228,14947072,Faith,"2026-02-16 11:14:39",41,41,faith853
229,14801586,cm391,"2026-02-13 15:59:24",41,30,mccocoful
230,14807756,"The final answer is boxed{0}","2026-02-16 18:17:25",41,83,hvanphucs112
231,15023517,"Yandong Zhang","2026-02-16 19:33:35",41,45,yandongzhang0105
232,14833344,"Nick Chan","2026-01-30 06:01:17",41,25,zengpingchen
233,14856418,try,"2026-01-09 14:32:37",41,5,weishanshan033
234,14828058,"Arijit Kumar Mishra","2026-01-09 04:24:21",41,10,arijitmishra
235,14825668,Kirderf,"2026-02-15 22:31:36",41,66,kirderf
236,15056795,"Notting Duck studies math","2026-02-12 14:44:51",41,13,zejunfool
237,15061610,shilehaoduomingzile,"2026-02-17 01:13:29",41,33,shilehaoduomingzile
238,15019830,Olympic,"2026-01-17 09:24:26",41,8,rahulvimalkanth
239,15075491,shanzhong8,"2026-02-12 02:02:35",41,16,shanzhong8
240,14863101,"Abel Gurung","2026-01-13 17:26:38",41,43,abelgurung
241,14808512,haakakak,"2026-02-12 23:23:50",41,23,haakakak
242,14806566,"Timur Kenzhaev","2026-02-16 05:02:09",41,84,"opl1do,timurkenzhaev"
243,14799679,lllleeeo,"2026-02-02 18:23:02",41,32,lllleeeo
244,14814150,vn1111,"2026-02-15 09:07:00",41,61,vn1111
245,14990194,"bad luck is all i dont need","2026-01-31 06:31:46",41,22,lmnggia
246,15057713,DeepAI,"2026-02-17 02:08:42",41,44,bloodmoonwq
247,14800028,"SeshuRaju 🧘‍♂️","2026-01-14 15:16:33",41,36,seshurajup
248,14806330,"Hu Xingyu","2026-02-12 03:16:54",41,70,huxingyu
249,15077685,"Manoj Prabhakar","2026-01-11 05:39:07",41,2,manojprabhaakr
250,15073149,"Kimmy Xiao","2026-01-12 02:37:32",41,3,kimmyxiao
251,14806229,"Jakup Ymeraj","2026-02-17 04:57:04",41,46,jakupymeraj
252,14919288,Levin,"2026-02-08 01:57:54",41,50,zhengliwen
253,14802514,"Big red bear","2026-01-14 03:05:51",41,17,jiujianxian
254,15070078,ydhdhej,"2026-01-15 05:33:28",41,2,ydhdhej
255,14883556,gomerry,"2026-02-14 03:57:17",41,64,shwsun73
256,14994397,uet-iai,"2026-01-11 22:00:12",41,3,minhtq05
257,14901726,Ahoy,"2026-02-17 00:13:04",41,71,azizthabet
258,14816959,Yuchen20,"2026-01-16 23:19:00",41,5,yuchen2066
259,14949587,Ralf,"2026-02-17 02:02:15",41,69,ralfffhs
260,14810593,"Sai Reddy Pothireddy","2026-02-16 21:37:21",41,41,saireddypothireddy
261,14806167,"GPU is not all you need","2026-01-12 04:24:13",41,23,"borenhu,icodehyz,ligao523,miraclepbc,xiaoliu2025,xingjack"
262,14799356,Math-Maschine,"2026-02-01 02:32:44",41,29,sapr3s
263,14901150,QuantScientist,"2026-02-16 01:21:15",41,47,solomonk
264,14807360,CCT,"2026-02-17 02:20:00",41,89,chuhanwu86
265,14938278,Yaroslav,"2026-01-14 18:28:22",41,11,yaroslav23
266,14845490,"Priyanshu Kumar","2026-02-07 19:51:44",41,27,kpriyanshu256
267,14799593,"Dhavan Shah","2026-01-27 17:20:28",41,42,dhavanshah99
268,14885562,haha750,"2026-01-13 03:03:37",41,2,haha750
269,14846485,Bayarbat,"2026-01-15 07:58:14",41,12,baba1230
270,14806485,itanimulli.com,"2026-02-16 06:59:05",41,52,andreaderosa
271,14803151,Mehedi,"2026-02-16 09:30:57",41,78,mehedi457
272,14812302,"feel the agi","2026-02-17 03:13:17",41,87,"artemgoncarov,clodis,del=949a185bcd0202d5,ga5534,naladwepo,rasdafar,zabojeb"
273,14804230,"Fabian Henning","2026-02-17 02:10:49",41,11,crustacean
274,14887041,Raghul,"2026-02-03 19:36:00",41,51,itsraghul
275,14978808,"Wu Cris","2026-01-30 09:43:40",41,26,wucris
276,14800917,Lonnie,"2026-02-12 22:18:26",41,77,lonnieqin
277,14832741,"Racing driver","2026-01-31 07:52:55",41,16,cudacoding
278,15031453,"john crick","2026-02-16 18:28:20",41,42,johncrick
279,15083617,OzanM.,"2026-02-17 06:50:24",41,35,analyticaobscura
280,14799646,"Aleksandr Gaptrakhmanov","2026-02-05 05:35:13",41,47,insuperabile
281,14802330,Thangtm,"2026-01-21 05:38:12",41,19,theaiboy
282,15017317,FreeBi,"2026-02-15 06:11:50",41,28,yuemingl
283,14937833,democatXamer,"2026-01-15 11:34:16",41,4,w1326627677
284,15013314,漫卷,"2026-01-19 02:41:01",41,4,manjuan01
285,14814001,i123,"2026-02-13 23:35:35",41,69,ianiani
286,15073289,old_pixelated,"2026-01-17 07:09:17",41,6,"aliasifkhan131,sleepytmzd"
287,14806133,"ang lolodorf","2026-02-17 08:30:14",41,61,anglolodorf
288,15004627,"Huy Nguyen #2","2026-02-17 08:42:56",41,15,hrhuynguyen
289,15056156,wilan,"2026-02-11 23:22:17",41,12,wilanw
290,14877036,Persistivity,"2026-02-16 03:43:16",41,64,"adityapriya2,aryananilvasudevan,jeeveshbanchhor1"
291,15093395,kawaii,"2026-02-07 06:38:19",41,4,vrshyamsunder
292,14847731,ccmikexx,"2026-01-30 15:32:01",41,13,ccmikexx
293,14809932,"Soccer Rocker","2026-02-14 00:45:53",41,64,rob1080ti
294,15041843,"Hyunsoo Lee 1010","2026-02-16 01:58:51",41,47,hyunsoolee1010
295,14856566,"Søren Ravn Andersen","2026-02-17 00:05:35",41,71,sorenravn
296,15003265,"Sagol Gurung","2026-02-16 11:09:27",41,26,sagolgurung
297,14851081,nurikw3,"2026-02-17 03:30:16",41,58,nurikw3
298,14867574,"Shizhuo Sun","2026-02-10 08:02:44",41,8,shizhuosun
299,14812752,"Ashutosh Anand","2026-02-16 08:13:39",41,73,loopassembly
300,14801938,flyingfox,"2026-02-16 23:49:30",41,27,harrysun2006
301,15115424,LossIsNotNan,"2026-01-20 08:22:08",41,2,banshanxingyu
302,15055970,"H gB-404","2026-02-03 02:14:30",41,11,hgb404
303,15115948,"Mikhail Golubchik","2026-02-08 18:03:05",41,19,mikhailgolubchik
304,14802142,blackdog,"2026-02-15 23:59:58",41,74,tangtang1999
305,14811708,rz_jiang,"2026-01-22 03:34:25",41,18,rzjiang
306,14912566,"Ernie Chang","2026-02-17 02:29:02",41,62,ernie55ernie
307,15109345,"Adil Shamim","2026-01-20 09:45:31",41,3,adilshamim8
308,14946513,ZFTurbo,"2026-01-29 07:30:41",41,32,zfturbo
309,14839917,"Cosmic Bee","2026-02-12 16:11:07",41,9,timothylovett
310,15014871,shrikant_ra,"2026-02-16 17:10:45",41,42,shrikantra
311,14799521,Alien.Beat.777,"2026-02-05 22:36:48",41,23,lissethegarcia
312,14806948,"Tech X Hunter","2026-02-17 02:01:17",41,43,deephunting
313,14802889,Kaonashi,"2026-02-17 01:40:30",41,65,"ghazanshafa,ulinnuhaabduh12345"
314,14812959,"Panavin Singh","2026-02-13 16:48:24",41,46,panavinsingh
315,14981521,fuyu,"2026-02-02 00:57:07",41,9,fuyu1304
316,15115966,"Chasing first place","2026-02-16 08:07:17",41,26,krylovalexander
317,14803242,"Noor Chauhan","2026-02-13 11:23:39",41,4,noorchauhan
318,15015197,"Yummna aljasem","2026-02-08 05:25:58",41,5,yummnaaljasem
319,15101975,stochasti,"2026-02-17 00:11:16",41,29,compensator
320,15130838,MakiMakiAi,"2026-01-22 18:36:28",41,1,makimakiai
321,14880088,EliKal,"2026-02-10 07:18:21",41,51,eliork
322,14802680,Aic,"2026-02-12 10:52:38",41,19,gunianxue
323,14989633,charles625,"2026-02-05 03:31:50",41,46,"charles625,gohnman666,huxian123"
324,15083536,Eddie,"2026-01-23 11:05:40",41,3,eddieiyamah
325,14814549,"Luck,come on....","2026-02-17 04:45:19",41,83,liuyanfeng
326,14990137,NocturneBflat,"2026-01-29 06:31:08",41,9,nocturnebflat123
327,15030302,SKobayak,"2026-02-05 00:02:58",41,12,skobayak
328,14847167,GaoKui,"2026-02-17 05:38:58",41,35,gaokui
329,15120678,孙笑川,"2026-02-16 17:12:12",41,26,liuchenxin
330,14872127,"Just A game on your lips","2026-02-15 03:43:15",41,5,proptiter
331,14857502,Rohanrk1813,"2026-01-27 01:21:48",41,2,rohanrk1813
332,15114265,JBehan,"2026-02-12 03:07:08",41,19,jbehan
333,15009676,wpl,"2026-01-31 09:39:15",41,6,peilwang
334,14878950,V1ctorious3010,"2026-02-03 15:11:57",41,15,"qaedtgyh,thangdo2"
335,15136599,newduck,"2026-02-07 14:26:59",41,4,newduck
336,15012010,"Jaisal K Jain","2026-02-14 06:48:08",41,28,jaisalkjain
337,14874314,seed=42,"2026-02-07 03:28:14",41,15,"ericzhu0916,zzy5620kaggle"
338,14801604,"Kamran Ahmed","2026-02-12 19:26:59",41,28,kami1976
339,14824945,Charith,"2026-01-31 07:30:59",41,64,charithgr
340,15102342,"Nuno Ferreira","2026-02-13 15:31:50",41,12,ngcferreira
341,14961913,"Қазақ елі","2026-02-16 09:25:43",41,84,"abukanabek,azamatbaiganin,baidalinadilzhan,skimiblack"
342,14851733,"Darren Li","2026-01-28 20:01:37",41,1,darrenliy
343,14800503,alekh,"2026-01-29 00:15:49",41,47,aleksanderhan
344,14949259,"Galuh Mafela","2026-02-08 22:50:18",41,40,pentol
345,15008876,xxxxzh,"2026-02-10 02:21:32",41,26,xxxxzh
346,15167527,"Ahmed Hassan #2","2026-02-09 23:35:34",41,3,ahmedhassan3000
347,15040132,TWEAK,"2026-02-16 03:59:42",41,43,tweakai
348,15160918,"Team Lee","2026-02-10 20:42:45",41,12,"frederickvlee,sjlee101"
349,14990256,gelart,"2026-02-09 07:12:57",41,21,gelart
350,15094087,"Khang Mai Trần Nguyễn","2026-02-06 12:15:51",41,6,khangmaitrnnguyn
351,14892715,zhudong1949,"2026-02-05 16:10:37",41,11,zhudong1949
